Loan_ID,Application_Date,Customer_Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans_Count,Number_of_Dependents,Home_Ownership,Region,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Monthly_Installment,Debt_to_Income_Ratio,Loan_Status,Repayment_Status
LN300054,2024-06-09,36,Male,Married,High School,Salaried,36648.81,777.0,3,0,Rent,Australia,Medical,9064.43,240,4.14,55.6,32.94,Approved,On-Time
LN304193,2024-06-09,55,Male,Single,High School,Salaried,31875.9,707.0,0,1,Mortgage,South America,Medical,4060.02,36,6.8,124.99,4.71,Approved,On-Time
LN306133,2024-06-09,40,Male,Married,High School,Business Owner,23239.41,579.0,0,5,Mortgage,Europe,Home,205897.57,60,10.29,4404.15,95.0,Pending,N/A
LN305093,2024-06-09,21,Female,Divorced,Bachelor's,Salaried,54110.63,713.0,1,2,Rent,South America,Business,55723.77,60,7.05,1104.71,29.26,Approved,Late Payments
LN303503,2024-06-09,48,Female,Single,PhD,Salaried,49352.34,633.0,2,0,Own,Australia,Medical,15130.23,36,9.51,484.74,18.05,Approved,On-Time
LN303876,2024-06-10,42,Male,Single,High School,Salaried,26314.22,613.0,2,2,Rent,North America,Debt Consolidation,13201.56,60,10.21,281.86,24.34,Pending,N/A
LN306962,2024-06-10,48,Male,Divorced,Bachelor's,Salaried,32070.95,629.0,1,0,Mortgage,North America,Auto,28470.69,36,8.56,899.54,46.2,Pending,N/A
LN303612,2024-06-10,26,Male,Divorced,High School,Business Owner,31772.09,662.0,1,3,Own,North America,Auto,44620.48,48,9.91,1129.76,46.2,Approved,Defaulted
LN302781,2024-06-10,52,Male,Divorced,PhD,Business Owner,93393.41,737.0,1,0,Own,Europe,Home,201771.68,36,6.66,6198.81,83.25,Approved,On-Time
LN305204,2024-06-10,36,Male,Widowed,Bachelor's,Salaried,57122.32,662.0,1,0,Own,North America,Debt Consolidation,6268.88,120,9.53,81.22,4.77,Approved,On-Time
LN305095,2024-06-10,44,Male,Married,Master's,Unemployed,8735.75,543.0,3,3,Mortgage,Asia,Auto,14333.01,84,11.46,248.9,95.0,Rejected,N/A
LN303244,2024-06-10,45,Male,Single,High School,Business Owner,37940.33,640.0,1,3,Mortgage,Europe,Education,2937.89,60,9.76,62.08,5.73,Approved,Late Payments
LN303963,2024-06-11,26,Male,Married,Bachelor's,Unemployed,14904.54,653.0,2,2,Mortgage,Europe,Home,223467.98,60,8.41,4575.1,95.0,Approved,Late Payments
LN302402,2024-06-11,35,Male,Single,Master's,Salaried,54353.69,624.0,2,0,Mortgage,Africa,Medical,13143.4,36,10.31,426.02,14.99,Approved,On-Time
LN301290,2024-06-11,25,Male,Married,Master's,Salaried,72425.46,769.0,2,2,Own,South America,Auto,29758.28,36,6.63,913.82,22.62,Approved,On-Time
LN304595,2024-06-11,25,Male,Married,Master's,Business Owner,47958.11,750.0,0,1,Mortgage,Asia,Business,52580.11,12,6.36,4534.09,95.0,Approved,On-Time
LN305564,2024-06-11,51,Male,Married,Bachelor's,Salaried,65747.71,576.0,1,3,Own,Europe,Debt Consolidation,3442.67,84,11.84,60.48,5.22,Approved,Late Payments
LN301584,2024-06-11,42,Female,Married,Bachelor's,Salaried,70907.21,812.0,0,2,Mortgage,North America,Education,22404.92,60,5.33,426.2,7.21,Approved,Late Payments
LN305038,2024-06-11,29,Male,Single,PhD,Salaried,80659.34,695.0,2,0,Mortgage,Asia,Auto,25887.02,12,8.86,2262.18,38.4,Approved,On-Time
LN305590,2024-06-11,47,Female,Single,Bachelor's,Unemployed,8000.0,421.0,5,2,Mortgage,Europe,Education,15705.67,84,13.74,292.07,95.0,Rejected,N/A
LN303386,2024-06-11,38,Male,Married,High School,Business Owner,63951.69,745.0,2,0,Rent,Europe,Auto,27153.82,48,6.99,650.11,24.42,Approved,On-Time
LN306280,2024-06-12,30,Female,Married,Master's,Self-Employed,40372.32,805.0,0,1,Mortgage,Asia,Home,110940.81,48,4.52,2530.84,75.23,Approved,Late Payments
LN301436,2024-06-12,34,Female,Married,High School,Salaried,32282.55,672.0,2,0,Rent,Europe,Personal,19650.49,84,8.82,314.37,37.55,Approved,On-Time
LN306242,2024-06-12,63,Female,Married,Bachelor's,Business Owner,42611.03,670.0,0,1,Rent,Asia,Business,48654.4,24,9.21,2227.45,62.73,Approved,On-Time
LN302458,2024-06-12,25,Male,Single,High School,Unemployed,9536.81,563.0,2,3,Rent,Europe,Home,224096.5,36,10.22,7254.13,95.0,Rejected,N/A
LN301596,2024-06-12,21,Male,Married,High School,Unemployed,8000.0,517.0,1,0,Mortgage,Asia,Auto,19477.43,84,10.79,331.35,64.33,Pending,N/A
LN305144,2024-06-12,28,Female,Married,Bachelor's,Self-Employed,25242.86,691.0,2,0,Own,Asia,Personal,11934.47,24,8.81,544.18,40.23,Approved,Defaulted
LN302170,2024-06-13,41,Male,Divorced,Bachelor's,Salaried,39775.55,651.0,2,0,Rent,North America,Education,29179.76,48,9.15,728.22,31.22,Approved,On-Time
LN302780,2024-06-13,36,Female,Single,Master's,Salaried,96157.92,805.0,5,0,Mortgage,North America,Education,20022.25,180,4.25,150.62,9.13,Approved,Late Payments
LN302391,2024-06-13,22,Male,Divorced,Bachelor's,Salaried,16028.99,660.0,2,2,Mortgage,Asia,Education,29038.61,84,8.38,458.12,59.43,Pending,N/A
LN305837,2024-06-13,61,Male,Single,Bachelor's,Unemployed,10022.78,564.0,1,4,Mortgage,North America,Education,9046.34,36,11.43,298.01,65.09,Rejected,N/A
LN306131,2024-06-13,49,Other,Widowed,High School,Salaried,23345.34,617.0,2,2,Own,Europe,Personal,8009.35,84,9.24,129.84,17.93,Approved,On-Time
LN305319,2024-06-13,36,Male,Married,Bachelor's,Salaried,27085.26,684.0,5,0,Own,Europe,Business,125404.76,120,7.92,1516.21,95.0,Pending,N/A
LN305448,2024-06-13,46,Female,Single,High School,Salaried,71852.86,774.0,1,1,Rent,Asia,Auto,11517.65,36,4.77,344.01,7.57,Approved,On-Time
LN301310,2024-06-13,37,Male,Single,Master's,Self-Employed,50209.85,713.0,1,2,Mortgage,Africa,Auto,28403.19,84,6.66,423.97,17.08,Approved,Defaulted
LN304789,2024-06-13,45,Male,Married,High School,Salaried,45589.04,671.0,1,1,Own,Asia,Personal,19172.92,24,9.58,881.02,26.7,Approved,Late Payments
LN304857,2024-06-13,21,Female,Divorced,Master's,Salaried,44178.56,743.0,1,1,Own,South America,Personal,12748.87,36,7.31,395.46,14.89,Approved,Late Payments
LN302303,2024-06-14,36,Male,Single,High School,Salaried,24704.41,607.0,1,2,Mortgage,Asia,Medical,7669.88,84,11.23,132.26,17.93,Approved,On-Time
LN303666,2024-06-14,54,Female,Single,Bachelor's,Salaried,45544.15,693.0,4,0,Mortgage,Africa,Debt Consolidation,25212.18,120,9.28,323.21,19.35,Approved,Late Payments
LN301767,2024-06-14,33,Female,Married,Bachelor's,Salaried,70239.56,659.0,0,1,Mortgage,Africa,Personal,3928.36,12,9.55,344.54,5.89,Pending,N/A
LN306056,2024-06-14,34,Male,Single,Master's,Salaried,61714.51,691.0,1,2,Rent,South America,Auto,10373.54,84,8.39,163.71,6.03,Approved,On-Time
LN300531,2024-06-14,32,Male,Divorced,Bachelor's,Salaried,45965.99,603.0,0,5,Mortgage,Europe,Education,10721.13,48,9.47,269.19,7.03,Approved,On-Time
LN300041,2024-06-14,39,Male,Married,Bachelor's,Salaried,49517.78,773.0,1,2,Mortgage,Asia,Debt Consolidation,12997.37,60,7.79,262.24,9.66,Approved,On-Time
LN305253,2024-06-14,34,Male,Divorced,High School,Salaried,34006.65,632.0,0,2,Rent,Europe,Home,153009.47,24,7.28,6870.07,95.0,Approved,Defaulted
LN301994,2024-06-15,39,Male,Married,Bachelor's,Salaried,23034.94,637.0,2,5,Rent,North America,Personal,17791.99,12,8.57,1552.39,95.0,Approved,On-Time
LN305943,2024-06-15,40,Male,Divorced,Bachelor's,Business Owner,44751.08,742.0,0,0,Own,Europe,Business,114605.29,48,7.84,2789.25,74.79,Approved,Defaulted
LN300812,2024-06-15,35,Male,Single,Bachelor's,Self-Employed,71758.57,714.0,0,1,Rent,Europe,Auto,28895.67,60,7.87,584.1,9.77,Approved,On-Time
LN304192,2024-06-15,39,Male,Married,High School,Salaried,24764.24,717.0,0,3,Rent,Europe,Education,21950.57,36,7.3,680.78,32.99,Approved,On-Time
LN302855,2024-06-15,42,Female,Single,Bachelor's,Self-Employed,15992.13,650.0,0,1,Rent,Asia,Personal,7760.8,24,9.22,355.33,26.66,Approved,On-Time
LN304692,2024-06-16,34,Female,Married,Master's,Self-Employed,56328.02,535.0,1,0,Own,Africa,Personal,8737.11,24,11.64,409.82,11.93,Approved,On-Time
LN306550,2024-06-16,41,Male,Single,Bachelor's,Salaried,55207.02,672.0,0,2,Mortgage,Europe,Auto,21461.74,180,7.66,200.91,4.37,Approved,On-Time
LN300732,2024-06-16,39,Female,Single,Bachelor's,Salaried,24127.95,620.0,0,2,Mortgage,South America,Home,244649.62,24,9.93,11281.44,95.0,Approved,Late Payments
LN301911,2024-06-16,60,Male,Married,Bachelor's,Unemployed,8000.0,453.0,0,1,Mortgage,North America,Auto,38162.31,12,14.04,3427.2,95.0,Rejected,N/A
LN302266,2024-06-16,45,Female,Married,High School,Salaried,43183.44,657.0,5,1,Mortgage,South America,Business,131144.33,24,8.53,5963.05,95.0,Pending,N/A
LN300238,2024-06-16,38,Male,Single,Bachelor's,Salaried,71176.44,730.0,1,0,Rent,Asia,Personal,5689.1,180,8.25,55.19,5.49,Approved,On-Time
LN303520,2024-06-16,39,Male,Single,High School,Salaried,30288.03,698.0,4,2,Own,Africa,Home,185978.47,84,6.86,2794.2,95.0,Approved,On-Time
LN305362,2024-06-16,51,Male,Single,Master's,Salaried,45017.27,614.0,1,1,Rent,North America,Debt Consolidation,21411.06,60,9.55,450.2,18.17,Approved,Late Payments
LN306790,2024-06-17,21,Male,Single,Master's,Self-Employed,73086.0,606.0,0,1,Rent,North America,Home,120963.68,180,9.09,1233.38,20.25,Approved,Defaulted
LN306130,2024-06-17,39,Male,Single,PhD,Self-Employed,52686.44,700.0,1,0,Own,Europe,Business,56079.62,12,10.01,4930.55,95.0,Approved,On-Time
LN306182,2024-06-17,31,Female,Single,Bachelor's,Salaried,29225.87,538.0,0,0,Rent,Asia,Debt Consolidation,26700.06,12,12.58,2379.52,95.0,Approved,On-Time
LN302623,2024-06-17,22,Female,Married,High School,Self-Employed,46977.06,682.0,4,1,Mortgage,Europe,Business,42021.15,12,8.11,3657.49,95.0,Approved,On-Time
LN305800,2024-06-17,58,Female,Married,High School,Self-Employed,17268.17,705.0,2,3,Rent,North America,Education,21713.88,36,7.09,671.36,77.08,Approved,On-Time
LN304635,2024-06-17,26,Female,Married,Bachelor's,Salaried,29505.46,701.0,0,2,Mortgage,North America,Auto,35520.43,48,8.09,868.66,35.33,Approved,On-Time
LN301219,2024-06-17,22,Female,Divorced,Bachelor's,Salaried,98310.51,712.0,0,1,Rent,Asia,Home,168718.52,48,6.9,4032.35,49.22,Approved,Late Payments
LN302610,2024-06-18,42,Female,Married,Bachelor's,Salaried,73595.89,745.0,1,4,Mortgage,North America,Personal,6037.18,24,6.45,268.8,5.98,Approved,On-Time
LN306471,2024-06-18,27,Male,Single,High School,Salaried,29724.76,626.0,1,2,Mortgage,Europe,Home,152177.12,36,9.01,4839.9,95.0,Approved,On-Time
LN306895,2024-06-18,48,Female,Single,Bachelor's,Self-Employed,69704.33,797.0,3,2,Rent,North America,Business,78261.03,84,5.94,1141.03,32.38,Approved,On-Time
LN303270,2024-06-18,54,Other,Divorced,Master's,Salaried,175225.74,850.0,0,0,Mortgage,South America,Home,171959.98,36,4.03,5079.24,34.78,Approved,On-Time
LN302357,2024-06-18,48,Male,Married,PhD,Salaried,70884.39,850.0,4,1,Rent,Europe,Auto,15544.76,48,5.3,360.1,17.08,Approved,On-Time
LN306661,2024-06-18,22,Male,Divorced,Bachelor's,Business Owner,49508.1,751.0,0,2,Mortgage,Asia,Medical,5960.93,36,5.88,181.02,4.39,Approved,On-Time
LN302676,2024-06-18,47,Female,Divorced,Bachelor's,Business Owner,48051.13,736.0,0,1,Rent,Europe,Education,12671.47,60,6.86,250.07,6.25,Approved,On-Time
LN301172,2024-06-18,31,Male,Married,Master's,Business Owner,53968.25,,3,4,Rent,North America,Home,352701.6,48,7.92,8597.24,95.0,Pending,N/A
LN306849,2024-06-18,42,Male,Single,High School,Business Owner,25469.64,573.0,0,0,Rent,Asia,Auto,32587.28,12,10.57,2873.59,95.0,Approved,Defaulted
LN303821,2024-06-18,24,Female,Single,Bachelor's,Salaried,30765.25,709.0,2,0,Rent,South America,Personal,15059.71,84,6.88,226.41,22.73,Approved,On-Time
LN300218,2024-06-18,29,Male,Single,Bachelor's,Unemployed,8000.0,477.0,0,0,Mortgage,South America,Education,28611.64,48,13.08,768.72,95.0,Rejected,N/A
LN306418,2024-06-18,27,Male,Divorced,High School,Salaried,27388.62,635.0,0,1,Rent,South America,Auto,12979.55,60,7.76,261.69,11.47,Approved,Late Payments
LN301669,2024-06-19,40,Female,Married,PhD,Business Owner,90771.02,638.0,2,0,Mortgage,Europe,Education,15574.96,36,9.38,498.04,14.97,Approved,On-Time
LN301681,2024-06-19,21,Female,Married,Bachelor's,Salaried,42511.06,726.0,0,5,Own,Asia,Home,214263.59,24,6.45,9539.8,95.0,Pending,N/A
LN304164,2024-06-19,33,Male,Married,Master's,Self-Employed,23935.18,744.0,2,0,Own,North America,Business,72077.81,48,7.5,1742.76,95.0,Approved,On-Time
LN302772,2024-06-19,54,Male,Single,Bachelor's,Business Owner,31903.06,794.0,3,0,Rent,South America,Personal,15811.3,36,6.39,483.81,43.82,Approved,On-Time
LN305918,2024-06-19,39,Male,Single,Master's,Unemployed,14156.36,622.0,5,0,Mortgage,Asia,Business,111974.59,60,11.38,2455.87,95.0,Rejected,N/A
LN301978,2024-06-19,38,Female,Married,Master's,Unemployed,13857.2,590.0,1,2,Rent,North America,Auto,14796.47,120,12.23,214.26,46.64,Rejected,N/A
LN303072,2024-06-20,53,Male,Single,PhD,Salaried,92407.56,681.0,3,0,Mortgage,Africa,Debt Consolidation,10918.88,24,9.85,503.1,16.04,Approved,On-Time
LN302998,2024-06-20,26,Female,Married,Master's,Salaried,75398.55,736.0,0,0,Rent,Europe,Home,176831.26,12,6.51,15260.72,95.0,Approved,On-Time
LN304705,2024-06-20,30,Other,Divorced,Bachelor's,Salaried,30437.97,687.0,1,0,Own,South America,Home,262619.96,36,7.76,8200.51,95.0,Approved,Defaulted
LN301240,2024-06-20,48,Female,Married,Bachelor's,Salaried,46385.16,833.0,0,2,Own,North America,Education,5883.45,84,3.75,79.74,2.06,Approved,On-Time
LN302052,2024-06-20,44,Male,Married,Bachelor's,Business Owner,29579.09,726.0,2,4,Rent,Asia,Home,92250.35,12,7.15,7988.5,95.0,Pending,N/A
LN306393,2024-06-20,41,Female,Married,High School,Salaried,50661.83,687.0,1,1,Own,Asia,Auto,28940.22,48,7.39,698.26,19.9,Approved,On-Time
LN306957,2024-06-20,47,Male,Single,Master's,Unemployed,25846.28,664.0,2,1,Rent,North America,Personal,10812.83,24,10.82,503.06,32.99,Pending,N/A
LN303196,2024-06-20,35,Male,Married,Bachelor's,Business Owner,51310.38,655.0,0,1,Mortgage,Europe,Personal,14920.8,84,10.34,250.33,5.85,Approved,On-Time
LN300007,2024-06-21,53,Female,Divorced,Master's,Salaried,63269.87,709.0,1,0,Mortgage,North America,Auto,29815.14,36,7.39,925.93,21.22,Approved,Defaulted
LN305449,2024-06-21,21,Male,Married,Bachelor's,Business Owner,32889.18,652.0,5,2,Rent,Europe,Debt Consolidation,13762.43,84,10.62,232.91,64.56,Pending,N/A
LN300854,2024-06-21,54,Male,Single,Bachelor's,Self-Employed,31784.12,712.0,1,0,Rent,Africa,Home,109802.42,84,6.69,1640.62,74.71,Approved,On-Time
LN305517,2024-06-21,37,Female,Single,High School,Salaried,23504.75,633.0,0,1,Mortgage,Asia,Education,37607.34,24,8.64,1711.88,87.4,Rejected,N/A
LN300116,2024-06-21,41,Male,Married,High School,Salaried,50252.71,849.0,3,1,Rent,North America,Personal,17557.16,60,4.02,323.5,30.09,Approved,On-Time
LN303732,2024-06-21,29,Male,Married,High School,Salaried,26640.38,754.0,1,0,Own,Asia,Personal,7207.41,180,6.54,62.94,7.43,Approved,On-Time
LN301435,2024-06-21,32,Male,Married,High School,Self-Employed,22063.44,610.0,1,0,Rent,Europe,Auto,34228.75,60,10.18,730.3,46.32,Approved,On-Time
LN304954,2024-06-21,21,Female,Single,Master's,Salaried,55663.53,659.0,4,0,Own,Asia,Personal,6542.73,84,9.18,105.87,9.83,Approved,On-Time
LN306599,2024-06-22,27,Other,Married,Master's,Self-Employed,47956.16,709.0,0,0,Mortgage,Asia,Education,27702.75,24,8.29,1256.59,31.44,Approved,On-Time
LN302612,2024-06-22,42,Male,Single,Bachelor's,Salaried,65516.78,724.0,4,0,Rent,Europe,Business,116195.6,12,7.68,10090.49,95.0,Pending,N/A
LN301720,2024-06-22,24,Female,Married,Bachelor's,Self-Employed,130330.93,750.0,4,2,Rent,North America,Auto,10139.05,36,6.59,311.17,12.43,Approved,On-Time
LN302966,2024-06-22,49,Female,Married,Bachelor's,Salaried,43502.72,838.0,1,3,Rent,Europe,Auto,30726.98,24,4.68,1343.64,39.73,Approved,On-Time
LN301939,2024-06-22,30,Male,Married,Master's,Salaried,39814.98,550.0,1,3,Own,Asia,Education,19019.02,24,9.84,876.23,31.94,Pending,N/A
LN303668,2024-06-22,21,Female,Married,Master's,Salaried,62898.04,763.0,0,1,Own,South America,Business,68960.18,60,6.21,1339.94,25.56,Approved,On-Time
LN305192,2024-06-22,34,Female,Married,High School,Salaried,13173.64,628.0,1,4,Own,Asia,Personal,9296.45,240,9.7,87.87,17.01,Approved,On-Time
LN301364,2024-06-22,42,Female,Single,High School,Salaried,49614.33,744.0,3,5,Mortgage,Europe,Auto,26242.17,24,6.68,1171.13,51.91,Approved,On-Time
LN305715,2024-06-22,34,Female,Married,Bachelor's,Salaried,21491.67,667.0,2,2,Own,Europe,Personal,7531.21,120,9.96,99.36,28.01,Approved,On-Time
LN305372,2024-06-22,38,Female,Single,Master's,Self-Employed,47205.0,673.0,0,1,Mortgage,Asia,Education,19982.98,48,6.52,474.08,12.05,Approved,Defaulted
LN302111,2024-06-22,48,Male,Married,Master's,Self-Employed,31907.1,575.0,0,3,Own,Asia,Personal,12856.95,12,12.21,1143.59,43.01,Approved,On-Time
LN304492,2024-06-22,33,Female,Divorced,Master's,Self-Employed,56651.02,726.0,0,1,Rent,Europe,Personal,12545.83,120,7.36,148.01,3.14,Approved,On-Time
LN302575,2024-06-22,33,Male,Married,Bachelor's,Salaried,46998.21,844.0,2,0,Rent,Europe,Home,162693.92,24,2.94,6988.46,95.0,Approved,On-Time
LN304937,2024-06-22,49,Female,Married,Master's,Business Owner,73719.06,693.0,3,2,Rent,North America,Business,74131.18,120,8.86,933.45,25.09,Approved,On-Time
LN305271,2024-06-23,28,Female,Single,Bachelor's,Unemployed,11390.8,506.0,2,1,Mortgage,Africa,Home,218502.22,24,10.06,10088.82,95.0,Rejected,N/A
LN300582,2024-06-23,56,Male,Widowed,High School,Self-Employed,34027.2,629.0,0,0,Mortgage,Europe,Auto,20462.79,36,9.05,651.19,22.96,Approved,On-Time
LN306876,2024-06-23,40,Female,Married,Master's,Salaried,41669.14,633.0,3,2,Own,North America,Debt Consolidation,11220.53,36,11.56,370.33,25.22,Approved,On-Time
LN302583,2024-06-23,37,Female,Married,PhD,Salaried,56989.53,783.0,0,0,Mortgage,Europe,Debt Consolidation,4452.65,180,6.22,38.11,1.0,Approved,On-Time
LN302196,2024-06-23,29,Female,Single,Bachelor's,Self-Employed,35463.95,662.0,3,4,Rent,North America,Personal,6317.49,48,8.75,156.46,23.09,Approved,Defaulted
LN300252,2024-06-24,53,Female,Married,Bachelor's,Salaried,76157.81,687.0,1,2,Own,North America,Home,224501.33,120,7.87,2708.42,47.62,Approved,On-Time
LN303255,2024-06-24,55,Male,Married,High School,Business Owner,37966.36,711.0,0,2,Mortgage,North America,Business,9513.81,60,7.68,191.45,6.05,Approved,On-Time
LN300718,2024-06-24,30,Female,Married,High School,Self-Employed,38086.13,632.0,3,1,Mortgage,Europe,Medical,5449.34,48,9.57,137.09,37.39,Approved,On-Time
LN302984,2024-06-24,37,Male,Divorced,High School,Unemployed,14147.9,711.0,4,1,Own,Europe,Business,84076.13,60,8.24,1714.43,95.0,Pending,N/A
LN306760,2024-06-24,35,Male,Single,Bachelor's,Salaried,48264.78,742.0,1,1,Rent,North America,Education,23384.25,24,5.67,1032.93,30.26,Approved,On-Time
LN305933,2024-06-24,28,Male,Single,Bachelor's,Salaried,27026.79,,1,3,Rent,South America,Personal,9381.31,12,9.12,820.93,49.97,Approved,Late Payments
LN302614,2024-06-24,47,Female,Divorced,Bachelor's,Business Owner,88418.57,728.0,4,0,Rent,Asia,Debt Consolidation,2952.22,12,6.54,254.82,10.58,Approved,On-Time
LN305936,2024-06-24,40,Male,Widowed,Bachelor's,Self-Employed,39843.71,776.0,3,2,Rent,Europe,Personal,2237.53,84,6.22,32.92,26.64,Approved,On-Time
LN303971,2024-06-24,50,Male,Single,High School,Self-Employed,46899.21,817.0,4,0,Rent,North America,Debt Consolidation,15369.86,120,6.21,172.26,14.59,Approved,On-Time
LN303802,2024-06-25,34,Male,Divorced,High School,Self-Employed,40130.03,707.0,2,2,Rent,Asia,Personal,7570.6,48,6.94,181.08,17.52,Approved,Late Payments
LN300795,2024-06-25,28,Male,Married,High School,Self-Employed,28457.91,761.0,3,2,Rent,North America,Home,84430.46,24,6.27,3752.29,95.0,Approved,On-Time
LN302899,2024-06-25,55,Female,Married,Master's,Salaried,68868.68,739.0,1,0,Own,North America,Education,26976.13,180,4.64,208.3,9.23,Approved,On-Time
LN302674,2024-06-25,47,Male,Married,Master's,Salaried,50960.12,621.0,2,2,Own,Asia,Debt Consolidation,23248.24,48,10.56,595.91,24.81,Approved,Late Payments
LN303016,2024-06-25,21,Female,Single,High School,Self-Employed,51466.1,716.0,3,1,Rent,Europe,Education,11581.19,36,6.77,356.38,31.0,Approved,On-Time
LN305591,2024-06-25,46,Male,Divorced,High School,Self-Employed,32422.86,545.0,1,2,Rent,North America,Medical,3379.16,84,12.73,60.98,6.44,Approved,On-Time
LN305281,2024-06-25,26,Female,Married,Master's,Salaried,64658.04,802.0,1,1,Mortgage,North America,Medical,6548.97,180,5.01,51.82,6.07,Approved,On-Time
LN301069,2024-06-25,59,Male,Married,High School,Salaried,12435.7,620.0,3,0,Mortgage,Asia,Business,77269.21,120,10.18,1028.84,95.0,Approved,On-Time
LN303087,2024-06-25,49,Male,Married,High School,Self-Employed,54838.26,693.0,2,0,Own,Europe,Auto,30452.47,120,6.56,346.71,16.14,Approved,On-Time
LN304655,2024-06-25,37,Male,Married,High School,Salaried,17485.44,607.0,3,4,Rent,Europe,Home,93435.76,36,6.92,2881.61,95.0,Approved,Defaulted
LN305258,2024-06-25,33,Male,Divorced,High School,Self-Employed,52979.41,666.0,2,2,Mortgage,Asia,Home,66065.81,60,7.76,1332.0,35.34,Approved,On-Time
LN306200,2024-06-25,41,Male,Married,Bachelor's,Salaried,50318.58,640.0,0,1,Rent,South America,Home,137758.18,48,9.39,3453.69,82.36,Pending,N/A
LN304525,2024-06-26,36,Male,Single,Master's,Salaried,33412.5,670.0,0,1,Rent,North America,Auto,7369.8,48,7.49,178.16,6.4,Approved,On-Time
LN303354,2024-06-26,45,Male,Single,PhD,Business Owner,53677.21,741.0,1,5,Mortgage,Europe,Education,16135.07,24,7.29,724.53,19.25,Approved,Late Payments
LN304172,2024-06-26,29,Male,Divorced,Bachelor's,Salaried,32541.05,691.0,1,1,Mortgage,North America,Auto,52436.02,24,7.41,2357.45,91.61,Approved,On-Time
LN306765,2024-06-26,24,Male,Single,Master's,Salaried,39820.74,589.0,0,1,Own,Asia,Home,283645.2,48,10.44,7254.06,95.0,Approved,Late Payments
LN305211,2024-06-26,36,Male,Married,Bachelor's,Self-Employed,21065.95,583.0,5,1,Own,Africa,Auto,23411.63,36,9.46,749.51,95.0,Approved,On-Time
LN301718,2024-06-26,35,Female,Single,Bachelor's,Self-Employed,73170.01,814.0,0,4,Mortgage,Europe,Auto,24449.53,180,4.64,188.79,3.1,Approved,Late Payments
LN304958,2024-06-27,31,Male,Single,High School,Salaried,49088.86,696.0,1,3,Own,Asia,Medical,1496.1,180,7.78,14.11,4.86,Approved,Late Payments
LN300687,2024-06-27,38,Male,Married,High School,Salaried,39637.87,757.0,2,0,Own,Europe,Auto,37898.97,24,6.04,1680.39,60.96,Approved,On-Time
LN301297,2024-06-27,49,Female,Married,High School,Self-Employed,38817.24,574.0,1,2,Rent,North America,Business,30066.22,24,10.76,1397.97,53.22,Approved,Late Payments
LN303898,2024-06-28,21,Female,Married,High School,Salaried,32226.85,671.0,1,5,Own,North America,Medical,15814.07,60,8.76,326.44,21.27,Approved,On-Time
LN303945,2024-06-28,29,Female,Single,High School,Salaried,33519.34,682.0,0,0,Own,North America,Education,12553.92,48,7.36,302.72,10.84,Approved,On-Time
LN301024,2024-06-28,21,Male,Married,Master's,Salaried,50177.49,756.0,0,3,Mortgage,Europe,Personal,18049.12,180,7.07,162.94,3.9,Approved,On-Time
LN300816,2024-06-28,39,Male,Married,Master's,Salaried,21998.19,596.0,3,1,Mortgage,North America,Auto,21381.8,240,9.53,199.73,44.68,Approved,Late Payments
LN305555,2024-06-28,43,Male,Married,Bachelor's,Business Owner,33420.32,690.0,2,2,Own,North America,Personal,10996.38,48,7.64,266.6,18.18,Approved,Late Payments
LN300421,2024-06-28,21,Female,Married,Master's,Self-Employed,17815.45,628.0,1,1,Rent,Europe,Medical,3359.18,24,8.53,152.74,29.91,Approved,On-Time
LN305703,2024-06-28,45,Male,Single,Bachelor's,Salaried,39079.42,667.0,1,2,Mortgage,North America,Auto,10070.7,24,8.35,457.08,17.54,Approved,On-Time
LN306579,2024-06-29,21,Male,Divorced,Bachelor's,Salaried,70347.75,666.0,3,3,Own,Asia,Personal,13571.99,36,9.44,434.37,22.56,Approved,On-Time
LN301735,2024-06-29,35,Male,Married,High School,Business Owner,30940.75,616.0,0,3,Mortgage,South America,Education,9626.98,36,7.42,299.11,11.6,Approved,On-Time
LN301559,2024-06-29,54,Female,Single,Bachelor's,Salaried,61721.65,670.0,2,0,Mortgage,Africa,Home,119605.82,36,8.82,3793.42,83.61,Approved,On-Time
LN302272,2024-06-29,27,Male,Single,High School,Salaried,21330.7,,0,4,Mortgage,Asia,Business,63758.82,60,9.81,1348.73,75.88,Approved,On-Time
LN306164,2024-06-29,56,Male,Married,Bachelor's,Self-Employed,41073.63,829.0,3,0,Own,Asia,Business,25572.97,120,5.19,273.62,26.11,Approved,On-Time
LN302531,2024-06-29,42,Female,Single,Bachelor's,Salaried,48757.6,679.0,1,2,Mortgage,South America,Home,268041.8,60,9.21,5591.47,95.0,Approved,On-Time
LN304636,2024-06-29,38,Male,Married,Master's,Salaried,64341.3,583.0,2,2,Mortgage,Asia,Business,91573.54,84,9.58,1500.43,39.23,Approved,Defaulted
LN305483,2024-06-29,51,Female,Married,High School,Salaried,20616.78,621.0,2,3,Mortgage,Asia,Auto,11715.74,84,10.92,200.11,31.3,Pending,N/A
LN305903,2024-06-30,40,Male,Divorced,Bachelor's,Business Owner,55561.33,668.0,3,2,Rent,Asia,Personal,12517.16,60,8.09,254.34,13.21,Approved,On-Time
